Church Name,County,Denomination,Location
First,Newberry,S.B.C.,Newberry
East Side,Newberry,S.B.C.,Newberry
West End,Newberry,S.B.C.,Newberry
Oakland,Newberry,S.B.C.,Newberry
Aveleigh,Newberry,Presbyterian,Newberry
O'Neall Street,Newberry,M.E.S.,Newberry
Epting Memorial,Newberry,M.E.S.,Newberry
Bethesda,Newberry,M.E.S.,Newberry
Central,Newberry,M.E.S.,Newberry
Oakland,Newberry,M.E.S.,
Newberry,Newberry,A.R.P.,Newberry
St. Luke's,Newberry,Epis.,Newberry
Bethlehem,Newberry,Lutheran,Pomaria
Cannon's Creek,Newberry,A.R.P.,
Central,Newberry,M.E.S.,Newberry
Bush River,Newberry,Baptist,
Pleasant Grove,Newberry,A.M.E.,
St. Matthew,Newberry,A.M.E.,
Fairview,Newberry,Negro Baptist,
Miller's Chapel,Newberry,A.M.E.,Newberry
Calvary,Newberry,Presbyterian,Newberry
St. Marks,Newberry,A.M.E.,
Fellowship,Newberry,Negro Baptist,
Morris Chapel,Newberry,M.E.S.,Pomaria
St. Johns,Newberry,Evang. Lutheran,
Grace,Newberry,Evang. Lutheran,Prosperity
Holy Trinity,Newberry,Evang. Lutheran,Little Mountain
Mt. Tabor,Newberry,Evang. Lutheran,
Mt. Pleasant,Newberry,M.E.S.,
Ebenezer,Newberry,M.E.S.,
Whitmire,Newberry,M.E.S.,Whitmire
New Hope,Newberry,M.E.S.,
Smyrna,Newberry,Presbyterian,
Bethany,Newberry,Evang. Lutheran,Oakland Mill Village
St. Matthews,Newberry,Evang. Luth.,
Mt. Hermon,Newberry,Evang. Luth.,Peak
Unity,Newberry,A.R.P.,
Pomaria,Newberry,Evang. Luth.,Pomaria
Prosperity,Newberry,S.B.C.,Prosperity
Prosperity,Newberry,A.R.P.,Prosperity
Bethlehem,Newberry,Negro Baptist,Newberry
St. James,Newberry,A.M.E.,
St. Paul,Newberry,A.M.E.,
St. John,Newberry,Negro Baptist,
New Hope,Newberry,Negro Baptist,
Metropolitan,Newberry,Negro Baptist,
Sims Chapel,Newberry,Negro Baptist,
Whitmire First,Newberry,S.B.C.,Whitmire
Zion,Newberry,M.E.S.,
Whitmire,Newberry,Presbyterian,Whitmire
Bethel,Newberry,S.B.C.,
Saluda,Newberry,S.B.C.,Chappels
Beth Eden,Newberry,Evang. Lutheran,
Bethel,Newberry,M.E.S.,Silverstreet
Enoree,Newberry,S.B.C.,Keitts Cross Roads
Silverstreet,Newberry,Lutheran-Evang. Luth.,Silverstreet
St. Philips,Newberry,Evang. Lutheran,
Kings Creek,Newberry,A.R.P.,
St. Lukes,Newberry,Evang. Lutheran,
Lebanon,Newberry,M.E.S.,
Wightman,Newberry,M.E.S.,Prosperity
Wesleyan Meth.-Wel.,Newberry,Meth.,Whitmire
Welsh Zion,Newberry,Negro Baptist,
St. Matthews,Newberry,Negro Baptist,Newberry
Enoree,Newberry,Negro Baptist,
St. Pauls,Newberry,Evang. Luth.,
Mt. Olivet,Newberry,Evang. Luth.,
Backman Evang. Luth. Chapel,Newberry,Evang. Luth.,
Mt. Pilgrim,Newberry,Evang. Luth.,
Colony,Newberry,Evang. Luth.,
St. James,Newberry,Evang. Luth.,Jalapa
Cannon's Creek Mission,Newberry,A.R.P.,
Trinity,Newberry,M.E.S.,
New Chapel,Newberry,M.E.S.,
Ebenezer,Newberry,M.E.S.,
Cross Roads,Newberry,S.B.C.,
Mt. Zion,Newberry,S.B.C.,
Mt. Mariah,Newberry,A.M.E.,
Vaughnville Cross Road,Newberry,Negro Baptist,
Elisha,Newberry,A.M.E.,
Bush River,Newberry,Negro Baptist,
Little River,Newberry,Negro Baptist,
Brown's A.M.E. Chapel,Newberry,A.M.E.,Helena
Shiloh,Newberry,A.M.E.,Prosperity
Mt. Olive,Newberry,A.M.E.,
Capers M.E.S. Chapel,Newberry,M.E.S.,
Lebanon,Newberry,M.E.S.,
Bethel,Newberry,M.E.S.,
Scurry's Spring Hill,Newberry,Negro Baptist,
Shole Creek,Oconee,S.B.C.,Clemson
Old Stone Presbyterian Church,Oconee,Presbyterian,
Westminster,Oconee,Baptist,Westminster
Fair Play,Oconee,Presbyterian,
Richland,Oconee,Presbyterian,Richland
Westminster,Oconee,Presbyterian,
Bethel,Oconee,Presbyterian,Walhalla
Fort Hill,Oconee,Presbyterian,Clemson College
Walhalla,Oconee,M.E.S.,Walhalla
Choie,Oconee,A.M.E.,Westminister
Wesleyan Methodist Ch,Oconee,,
Westminster,Oconee,M.E.S.,Westminster
St. John's,Oconee,Luth.-United Evang. Luth.,Walhalla
Seneca,Oconee,S.B.C.,Seneca
(Old) Pickens Ch.,Oconee,,Presbyterian
Seneca First,Oconee,Presbyterian,Seneca
Orangeburg,Orangeburg,Presbyterian,Orangeburg
Bethany,Orangeburg,Christian,
Gerezion,Orangeburg,M.E.S.,
Target,Orangeburg,M.E.S.,
Shiloh,Orangeburg,M.E.S.,
Springfield,Orangeburg,Negro Baptist,
Friendship,Orangeburg,A.M.E.,
Bethel,Orangeburg,A.M.E.,Holly Hill
Eutawville,Orangeburg,M.E.S.,Eutawville
Elloree,Orangeburg,M.E.S.,Elloree
Holly Hill,Orangeburg,M.E.S.,Holly Hill
St. Paul,Orangeburg,A.M.E.,
Shiloh,Orangeburg,A.M.E.,Elloree
Live Oak,Orangeburg,A.M.E.,
Bethlehem,Orangeburg,M.E.S.,
Tabernacle,Orangeburg,Negro Baptist,
Waring Chapel,Orangeburg,Negro Baptist,Orangeburg
Lovely Hill,Orangeburg,Negro Baptist,Holly Hill
St. James,Orangeburg,Negro Baptist,Eutawville
Providence,Orangeburg,Negro Baptist,
Holly Hill,Orangeburg,S.B.C.,Holly Hill
Eutawville,Orangeburg,S.B.C.,Eutawville
Corinth,Orangeburg,S.B.C.,
Four Hole,Orangeburg,S.B.C.,
Spring Hill,Orangeburg,Negro Baptist,
Mt. Hebron,Orangeburg,Negro Baptist,
Oak Grove,Orangeburg,Negro Baptist,
Santee,Orangeburg,S.B.C.,Elloree
St. Paul,Orangeburg,Negro Baptist,Elloree
Mt. Hebron,Orangeburg,Negro Baptist,
Church of Jesus Christ,Orangeburg,Apostolic Faith,
Shiloh,Orangeburg,A.M.E.,Eutawville
White House,Orangeburg,M.E.S.,
Ebenezer,Orangeburg,A.M.E.,
Providence,Orangeburg,M.E.S.,
Ebenezer,Orangeburg,M.E.S.,
Jericho,Orangeburg,A.M.E.,
Silas A.M.E. Chapel,Orangeburg,A.M.E.,
Wightman,Orangeburg,M.E.S.,Bowman
Mt. Olivet,Orangeburg,A.M.E.,
Pineville,Orangeburg,A.M.E.,
Trinity,Orangeburg,Unit. Evan. Lutheran,Elloree
Liberty Hill,Orangeburg,Negro Baptist,
Mt. Pisgah,Orangeburg,Neg. Baptist,
Emancipation,Orangeburg,Negro Baptist,
Bowman,Orangeburg,S.B.C.,Bowman
Jerusalem,Orangeburg,M.E.S.,
Macedonia,Orangeburg,A.M.E.,Cope
William Chapel,Orangeburg,A.M.E.,Orangeburg
Good Home,Orangeburg,A.M.E.,
St. Paul,Orangeburg,Negro Baptist,Orangeburg
Trinity,Orangeburg,M.E. (Negro),Orangeburg
Bethlehem,Orangeburg,M.E.U.,
Wesley Grove,Orangeburg,M.E.S.,
Salvation Army-Undenom.,Orangeburg,Salvation Army-Undenom.,Orangeburg
Church of God-Holiness-(Negro),Orangeburg,Church of God-Holiness-(Negro),Orangeburg
First,Orangeburg,S.B.C.,Orangeburg
Orangeburg,Orangeburg,Lutheran-Evan.,Orangeburg
Church of the Redeemer,Orangeburg,Prot. Epis.,Orangeburg
Union,Orangeburg,M.E.S.,Cope
Holy Trinity,Orangeburg,Roman Catholic,Orangeburg
Sawyer Memorial,Orangeburg,S.B.C.,Cope
Edisto,Orangeburg,S.B.C.,
North M. angeburg,Orangeburg,,
St. John's,Orangeburg,M.E.S.,Woodford
Shiloh,Orangeburg,M.E.S.,
Eber-E.S.,Orangeburg,,North
St. John's,Orangeburg,M.E.S.,Woodford
Shiloh,Orangeburg,M.E.S.,
Ebernezer,Orangeburg,S.B.C.,Cordova
Prospect,Orangeburg,M.E.S.,Jamison
Wesley,Orangeburg,A.M.E.,North
Shiloh,Orangeburg,Negro Baptist,Orangeburg
Bull Swamp,Orangeburg,Negro Baptist,
Cedar Grove,Orangeburg,A.M.E.,
Felderville,Orangeburg,A.M.E.,
Red Hill,Orangeburg,Negro Baptist,
Mt. Pisgah,Orangeburg,Negro Baptist,Orangeburg
Mt. Zion,Orangeburg,A.M.E.,
St. Peters,Orangeburg,A.M.E.,
Cedar Grove,Orangeburg,Negro Baptist,
Liberty Hill,Orangeburg,Negro Baptist,Norway
Beauty Hill,Orangeburg,Negro Baptist,
Hickory Hill,Orangeburg,Negro Baptist,
Bethel,Orangeburg,A.M.E.,Livingston
Turkey Branch,Orangeburg,Negro Baptist,
St. Darcus,Orangeburg,Negro Baptist,
Nazarath,Orangeburg,A.M.E.,
St. Stephens,Orangeburg,A.M.E.,
Church of God in Christ,Orangeburg,Holiness (Negro),
Mt. Olive,Orangeburg,A.M.E.,
Double Branch,Orangeburg,S.B.C.,
Pine Hill,Orangeburg,M.E.S.,Pine Hill
Bethel,Orangeburg,S.B.C.,
Calvary,Orangeburg,S.B.C.,
Neeses,Orangeburg,S.B.C.,Neeses
Norway,Orangeburg,S.B.C.,Norway
St. John's,Orangeburg,M.E.S.,Norway
Willow Swamp,Orangeburg,S.B.C.,
Mt. Carmel,Orangeburg,S.B.C.,Jamison
Canaan,Orangeburg,S.B.C.,
North,Orangeburg,Baptist S.B.C.,North
Pleasant,Orangeburg,Negro Baptist,
Sardis,Orangeburg,M.E.S.,
Prospect,Orangeburg,M.E.S.,
Limestone,Orangeburg,M.E.S.,
St. Paul,Orangeburg,M.E.S.,Orangeburg
Neeses,Orangeburg,M.E.S.,Neeses
Livingston,Orangeburg,M.E.S.,Livingston
New Hope,Orangeburg,M.E.S.,Rowesville
Branchville,Orangeburg,M.E.S.,Branchville
St. George,Orangeburg,S.B.C.,
Bethany,Orangeburg,S.B.C.,
Mt. Tabor,Orangeburg,S.B.C.,
Salem,Orangeburg,S.B.C.,
Walnut Grove,Orangeburg,S.B.C.,
Springfield,Orangeburg,S.B.C.,Springfield
Two Mile Swamp,Orangeburg,S.B.C.,
Crosland Memorial,Orangeburg,S.B.C.,Rowesville
Wilson Chapel,Orangeburg,M.E.,Branchville
Mt. Zion,Orangeburg,M.E.,Branchville
St. Michael,Orangeburg,M.E. (Negro),Bowman
St. Stephens,Orangeburg,M.E.,
Mayes Chapel,Orangeburg,M.E. (Negro),
Central,Orangeburg,M.E. (Negro),Rowesville
Hickory Grove,Orangeburg,Negro Baptist,Rowesville
Mt. Calvary,Orangeburg,Negro Baptist,
Jones Negro Baptist Chapel,Orangeburg,Negro Baptist,
St. John,Orangeburg,A.M.E.,Rowesville
St. Luke,Orangeburg,Presbyterian,Orangeburg
Sean Swamp,Orangeburg,S.B.C.,
Beaver Creek,Orangeburg,S.B.C.,
Pleasant Hill,Orangeburg,S.B.C.,
Lebanon,Orangeburg,M.E.S.,
Epiphany Chapel,Orangeburg,Prot. Epis.,Eutawville
St. Stephen,Orangeburg,Negro Baptist,
St. Luke,Orangeburg,Negro Baptist,
Bethel,Orangeburg,A.M.E.,Branchville
Calvary,Orangeburg,A.M.E.,
Samaria,Orangeburg,Negro Baptist,
Canaan,Orangeburg,Negro Baptist,Branchville
Butlers A.M.E. Chapel,Orangeburg,A.M.E.,Wolfton
Nebo,Orangeburg,M.E. (Negro),
St. Stephen,Orangeburg,M.E.(Negro),
Rocky Swamp,Orangeburg,M.E.S.,Neeses
Springfield,Orangeburg,M.E.S.,Springfield
Orange Chapel,Orangeburg,Evang. Lutheran,Springfield
Cattle Creek,Orangeburg,M.E.S.,Branchville
Bull Swamp,Orangeburg,S.B.C.,
Gethsemane,Orangeburg,(Penn Swamp) M.E.S.,
Trinity,Orangeburg,M.E.S.,
Mack Branch,Orangeburg,Negro Baptist,
Macedonia,Orangeburg,Negro Bap.,Orangeburg
Fort Chapel,Orangeburg,M.E. (Negro),Orangeburg
Bethlehem,Pickens,M.E.S.,Pickens
Pickens First,Pickens,Presbyterian,Pickens
Dacusville,Pickens,M.E.S.,Dacusville Village
Mt. Carmel,Pickens,S.B.C.,Dacusville Village
Pickens First,Pickens,S.B.C.,Pickens
Carmel,Pickens,Presbyterian,
Liberty,Pickens,Presbyterian,Liberty
Grace,Pickens,Methodist M.E.S.,Pickens
Mt. Bethel,Pickens,M.E.S.,
Six Mile,Pickens,Baptist S.B.C.,Six Mile
Secona,Pickens,S.B.C.,
Easley,Pickens,Presbyterian,Easley
Keowee,Pickens,S.B.C.,
St. Andrews,Richland,Unit.Evang. Luth,
Oak Grove,Richland,M.E.S.,
Taylor's Chapel,Richland,A.M.E.,
Bethel,Richland,Negro Baptist,Blythewood
Richland,Richland,Presbyterian (or McKenzie),
Brown's M.E.S. Chapel,Richland,M.E.S.,
Beulah,Richland,S.B.C.,
Zion,Richland,Negro Baptist,
Wesley Mem.,Richland,(or Waverly) M.E.S.,Columbia
Shandon,Richland,M.E.S.,Columbia
Washington St.,Richland,M.E.S.,Columbia
St. Paul's,Richland,Evang. Luth.,Columbia
Shandon,Richland,Presbyterian,Columbia
Mill Creek,Richland,M.E.S.,Lykesland
Ebenezer,Richland,M.E.S.,
St. Timothy's,Richland,Prot. Epis.,Columbia
Trinity,Richland,Prot. Epis.,Columbia
Cleaves Chapel,Richland,C.M.E.,Columbia
Congaree,Richland,S.B.C.,
Shandon,Richland,S.B.C.,Columbia
Eason Memorial,Richland,S.B.C.,Eastover
Union,Richland,Baptist (Negro),Columbia
Macedonia,Richland,Negro Baptist,Columbia
Gilbert's Negro Baptist Chapel,Richland,Negro Baptist,Columbia
Jehovah,Richland,Negro Baptist,Columbia
Bethlehem,Richland,Negro Baptist,Columbia
First Nazareth,Richland,Negro Baptist,Columbia
Second Calvary,Richland,Negro Baptist,Columbia
Zion,Richland,Negro Baptist,Columbia
Antioch,Richland,Negro Baptist,Columbia
Tabernacle,Richland,S.B.C.,Columbia
Southside,Richland,S.B.C.,Columbia
Riverside,Richland,S.B.C.,Columbia
Park St.,Richland,S.B.C.,Columbia
Columbia First,Richland,S.B.C.,Columbia
Eau Claire,Richland,S.B.C.,Columbia
Colonial Heights,Richland,S.B.C.,Columbia
Broadway,Richland,S.B.C.,Columbia
Whaley bia,Richland,,
Zion Benevolent,Richland,Negro Baptist,
College Place,Richland,M.E.S.,Cobia
Green Street,Richland,Methodist M.E.S.,
Colum-Street,Richland,M.E.S.,Columbia
lumbia,Richland,,
McLeods M.E.S. Chapel,Richland,M.E.S.,
Bethel,Richland,A.M.E.,
Crescent Hill,Richland,S.B.C.,Columbia
Bishop's Memorial A.M.E. Zion Chapel,Richland,A.M.E. Zion,Columbia
Sidnay Park,Richland,A.M.E. Zion,Columbia
Jones Chapel,Richland,A.M.E. Zion,Columbia
St. James,Richland,A.M.E. Zion,Columbia
Chappelle Station,Richland,A.M.E. Zion,Columbia
Zion,Richland,Prot. Epis.,Eastover
Trinity Mission,Richland,Prot. Epis.,Columbia
St. Matthews,Richland,Prot. Epis.,lumbia
St. John's,Richland,Prot. Epis.,Columbia
Good Shepherd,Richland,Prot. Epis.,Columbia
St. John's,Richland,Prot.Epis.,
Saint Anna,Richland,Prot.Epis.,Columbia
St. Luke's,Richland,Reformed Prot. Epis.,Columbia
St. Peters,Richland,Roman Catholic,Columbia
Mission of the Blessed Martin De Polles,Richland,Roman Catholic,Columbia
St. Francis de Sales,Richland,Roman Cath.,Columbia
Church of the Ascension,Richland,United Evan.Luth,Columbia
Ebenezer,Richland,United Evan.Luth.,Columbia
Church of the Reformation,Richland,United Evan.Luth.,Columbia
Church of the Incarnation,Richland,United Evan.Luth.,Columbia
St. Luke's,Richland,Unit. Evan.Luth.,Columbia
Church of Jesus Christ of Latter Day Saints-Mormon,Richland,Church of Jesus Christ of Latter Day Saints-Mormon,Columbia
Seventh Day Adventist,Richland,Seventh Day Adventist,Columbia
House of Peace,Richland,Orthodox Hebrew,Columbia
Salvation Army-Undenom.,Richland,Salvation Army-Undenom.,Columbia
Arsenal Hill,Richland,Presbyterian,Columbia
A.R.P. Church,Richland,A.R.P.,Columbia
Central,Richland,Church of Christ-Undenom.,Columbia
Columbia First,Richland,Presbyterian,Columbia
Rose Hill,Richland,Presbyterian,Columbia
Woodfin,Richland,S.B.C.,Columbia
Eau Claire,Richland,Presbyterian,Eau Claire
Main Street,Richland,M.E.S.,Columbia
Trinity,Richland,M.E.S.,Blythewood
St. Mark's,Richland,United Evan. Luth.,Blythewood
Beulah,Richland,M.E.S.,
Mt. Zion,Richland,Negro Baptist,
Pleasant Grove,Richland,Negro Baptist,
St. Philip,Richland,A.M.E.,
Shiloh,Richland,A.M.E.,
St. Thomas,Richland,Prot. Epis. (Negro),
Mt. Ararat or Bush Arbor,Richland,A.M.E.,
Jerusalem,Richland,Negro Baptist,Hopkins
Mt. Moriah,Richland,Negro Baptist,
Mt. Nebo,Richland,Negro Baptist,Wateree
Raleigh A.M.E. Chapel,Richland,A.M.E.,
Red Hill,Richland,Negro Baptist,
St. John's,Richland,Negro Baptist,Hopkins
Bethel,Richland,Evang. Lutheran,White Rock
Hopkins,Richland,Presbyterian,Hopkins
Lebanon,Richland,M.E.S.,
Church of God-Holiness,Richland,Church of God-Holiness,Columbia
Nazarene Tabernacle,Richland,Holiness,Columbia
Killian,Richland,S.B.C.,Killian
Mt. Olive,Richland,S.B.C.,
Mt. Elon,Richland,,
Good Hope,Richland,S.B.C.,
St. Louis,Richland,A.M.E.,Wateree
Mt. Pilgrim,Richland,Negro Baptist,Killian
Ch. of God-Sanctified,Richland,Ch. of God-Sanctified,
Daughter of Zion,Richland,Negro Baptist,
Mt. Zion,Richland,Negro Baptist,
St. Paul,Richland,Negro Baptist,
Mill Creek,Richland,Negro Baptist,Lykesland
Good Will,Richland,Negro Baptist,
Zion Pilgrim,Richland,Negro Baptist,Arthur
Dabney's Pond,Richland,Negro Baptist,
Piney Grove,Richland,Negro Baptist,Wilson's Mill
Mt. Pilgrim,Richland,Negro Baptist,
Daughter of Matthew,Richland,A.M.E.,
Sandy Level,Richland,S.B.C.,Blythewood
Free Will Baptist,Richland,Free Will Baptist,Columbia
Oak Grove Original Free Will,Richland,,Wilson's Mill
Mt. Pleasant or Camp Ground,Richland,M.E.S.,
Jackson Creek,Richland,S.B.C.,
Colonels Creek,Richland,S.B.C.,
Springdale Memorial,Richland,S.B.C.,
Spears Creek,Richland,S.B.C.,
Rehoboth,Richland,M.E.S.,Dentsville
Antioch,Richland,A.M.E.Zion,
Logs,Richland,M.E.S.,
Edgewood,Richland,M.E.S.,Edgewood
Zion Negro Baptist Chapel,Richland,Negro Baptist,
St. Peters,Richland,Negro Baptist,
Church of Jesus Christ,Richland,Latter Day Saints-Mormon,
Pisgah,Richland,M.E.S.,
Bethlehem,Richland,Evang. Luth.,
Piney Grove,Richland,A.M.E.,
Free Hope,Richland,A.M.E.,
Bethlehem,Richland,Negro Baptist,College Place
St. Peters,Richland,Negro Baptist,
Stover A.M.E. Chapel,Richland,A.M.E.,Columbia
Epworth Orphanage,Richland,M.E.S.,Columbia
St. Paul,Richland,A.M.E.,
St. James,Richland,Holiness,
Zion Canaan,Richland,Negro Baptist,State Park
Pine Grove,Richland,A.M.E.,
Shady Grove,Richland,M.E.S.,
Zion,Richland,M.E.S.,
Tree of Pine,Richland,A.M.E.,
Shady Grove,Richland,M.E.S.,
Zion,Richland,M.E.S.,
Tree of Life,Richland,Jewish,Columbia
St. John,Richland,Negro Baptist,Columbia
Mt. Pleasant,Saluda,Luth.-Evang.Luth.,Saluda
St. Paul's,Saluda,M.E.S.,Saluda
Bethlehem,Saluda,M.E.S.,
Red Bank,Saluda,Baptist SBC,Saluda
Nazareth,Saluda,M.E.S.,
Mt. Hebron,Saluda,Evang.Luth.,
Bethel,Saluda,S.B.C.,
Grace,Saluda,Prot. Epis.,Ridge Spring
Rehoboth,Saluda,M.E.S.,
Spann,Saluda,M.E.S.,Ward
Ridge Spring,Saluda,M.E.S.,Ridge Spring
Ward,Saluda,S.B.C.,Ward
Providence,Saluda,M.E.S.,
Clyde,Saluda,M.E.S.,
Dry Creek,Saluda,S.B.C.,
Ridge Spring,Saluda,S.B.C.,Ridge Spring
Sardis,Saluda,S.B.C.,
First Calvary,Saluda,Negro Baptist,
Ridge Branch,Saluda,Negro Baptist,
Cross Road,Saluda,A.M.E.,
Mine Creek,Saluda,Negro Baptist,
Shiloh,Saluda,Negro Baptist,
Pine Pleasant,Saluda,S.B.C.,
Hickory Grove,Saluda,Seventh Day Adventist,
Speigner,Saluda,S.B.C.,
Chestnut Hill,Saluda,S.B.C.,
Good Hope,Saluda,Evang.Lutheran,
Trinity,Saluda,Evang. Luth.,
Emory M.E.S. Chapel,Saluda,M.E.S.,
Zoar,Saluda,M.E.S.,
Shiloh,Saluda,M.E.S.,
Butler,Saluda,M.E.S.,
Bethany,Saluda,M.E.S.,
St. Williams,Saluda,Roman Catholic,
Branch Hill,Saluda,A.M.E.,
Young Mt. Zion,Saluda,Negro Baptist,
Pleasant Hill,Saluda,Negro Baptist,
Mt. Moriah,Saluda,Neg.Baptist,
Mt. Enon.,Saluda,Negro Baptist,
Mt. Alpha,Saluda,Negro Baptist,Ward
St. Paul,Saluda,Negro Baptist,
Wesley Zion,Saluda,Holiness,
Whitney Community M.E.S. Church,Spartanburg,M.E.S.,Whitney Mill Village
Whitney Community S.B.C. Church,Spartanburg,S.B.C.,Whitney Mill Village
Arkwright,Spartanburg,S.B.C.,Arkwright Mill Village
St. Paul,Spartanburg,A.M.E.,Spartanburg
Northside,Spartanburg,(formerly Gentry Memorial) Baptist,Spartanburg
Ligon Memorial,Spartanburg,S.B.C.,Arcadia Mill Village
Whitney,Spartanburg,Free Will Baptist,Whitney Mill Village
New Westminster,Spartanburg,Presbyterian (Negro),Spartanburg
Mt. Moriah,Spartanburg,National Baptist (Negro),Spartanburg
Landrum First,Spartanburg,S.B.C.,Landrum
Majority,Spartanburg,National Baptist (Negro),Spartanburg
Bethel,Spartanburg,Fire Baptized Hol. Ch. of God of the Americas (Negro),Spartanburg
Hayne,Spartanburg,S.B.C.,
Bethlehem,Spartanburg,S.B.C.,
Fairforest,Spartanburg,S.B.C.,
Thompson St.,Spartanburg,Nat'l Baptist,Spartanburg
Metropolitan,Spartanburg,A.M.E.Zion,Spartanburg
Silver Hill,Spartanburg,M.E. (Negro),Spartanburg
Trinity,Spartanburg,A.M.E.,Spartanburg
Smith,Spartanburg,M.E. (Negro),Spartanburg
Epiphany Mission,Spartanburg,Prot. Epis.,Spartanburg
Mount Zion,Spartanburg,Unit. Pentecostal Holiness-Ch. of God (Negro),Spartanburg
Holy Divine Tabernacle,Spartanburg,Holiness,Spartanburg
First Pentecostal Assembly,Spartanburg,Holiness,
St. Paul The Apostle,Spartanburg,Roman Catholic,Spartanburg
Beaumont,Spartanburg,M.E.S.,Beaumont Mill
Walker Memorial,Spartanburg,C.M.E.,Spartanburg
B'Nai Israel Temple-Orthodox &,Spartanburg,Reformed Jewish,Spartanburg
Spartanburg First,Spartanburg,S.B.C.,Spartanburg
Calvary,Spartanburg,S.B.C.,Spartanburg
Southside,Spartanburg,S.B.C.,Spartanburg
Green Street,Spartanburg,S.B.C.,Spartanburg
Switzer First,Spartanburg,S.B.C.,
Bethel,Spartanburg,M.E.S.,Spartanburg
Everybody's Mission,Spartanburg,Undenom.,Spartanburg
First,Spartanburg,Church of God,Spartanburg
El Bethel,Spartanburg,M.E.S.,Spartanburg
Second,Spartanburg,Presbyterian,Spartanburg
Spartanburg First,Spartanburg,Presbyterian,Spartanburg
Associate Reformed A.R.P.,Spartanburg,Associate Reformed A.R.P.,Spartanburg
Woman's Memorial,Spartanburg,Evang. Luth.,Spartanburg
Church of The Advent,Spartanburg,Prot. Epis.,Spartanburg
Seventh Day Adventist,Spartanburg,Seventh Day Adventist,Spartanburg
Citadel,Spartanburg,Salvation Army,Spartanburg
Summings St.,Spartanburg,Baptist (Negro),Spartanburg
Beaumont,Spartanburg,S.B.C.,Spartanburg
St. Luke's,Spartanburg,Evang.Luth.,Spartanburg
Church of Christ Scientist,Spartanburg,Christian Science,Spartanburg
St. Nicholas,Spartanburg,Greek Orthodox,Spartanburg
Duncan Memorial,Spartanburg,M.E.S.,Spartanburg
Glenn Springs,Spartanburg,Presbyterian,Glenn Springs Village
Central,Spartanburg,M.E.S.,Spartanburg
Wesleyan Methodist,Spartanburg,Wesleyan Methodist,Spartanburg
Billy Sunday Club,Spartanburg,,"Interdenom-Y.M.C.A., Spartanburg"
Drayton,Spartanburg,S.B.C.,Spartanburg
Saxon,Spartanburg,Baptist S.B.C.,Spartanburg
Saxon,Spartanburg,Church of God,Saxon Mill Village
Stephen Grove,Spartanburg,A.M.E. Zion,
Nativity,Spartanburg,Lutheran United Evang. Luth.,
Piedmont,Spartanburg,S.B.C.,
Sloan's Grove,Spartanburg,,
Campobello,Spartanburg,S.B.C.,Campobello
Walnut Hill,Spartanburg,S.B.C.,
Inman,Spartanburg,M.E.S.,Inman
Inman Mill,Spartanburg,M.E.S.,Inman
Inman First,Spartanburg,S.B.C. (formerly Mt. Calvary),Inman
Zion Hill,Spartanburg,(formerly Double Spring) Negro Baptist,Inman
Mount Pleasant,Spartanburg,S.B.C.,
Chesnee First,Spartanburg,S.B.C.,Chesnee
Cowpens Mills,Spartanburg,(formerly Central) S.B.C.,Cowpens
Zion,Spartanburg,S.B.C.,
Mt. Calvary,Spartanburg,Nat'l Negro Baptist,
First,Spartanburg,S.B.C.,Cowpens
Pleasant View,Spartanburg,M.E. (Negro),
Salem,Spartanburg,M.E.S.,Cowpens
Bethel,Spartanburg,M.E.S.,
Trinity,Spartanburg,M.E.S.,Spartanburg
Gospel Tent First,Spartanburg,Assembly of God,Spartanburg
Pentecostal Holiness Tabernacle,Spartanburg,Pent. Hol.,
Saxon Ave.,Spartanburg,Free Will Baptist,Spartanburg
Ben Avon,Spartanburg,S.B.C.,
Boiling Springs,Spartanburg,S.B.C.,
Zion Hill,Spartanburg,S.B.C.,
Liberty,Spartanburg,M.E.S.,
Davis Wesleyan Methodist Chapel,Spartanburg,Wesleyan Methodist,
Drayton,Spartanburg,M.E.S.,Spartanburg
Saxon,Spartanburg,M.E.S.,Saxon Mill Village
Cole Free Will Baptist Chapel,Spartanburg,Free Will Baptist,Arcadia Mill Village
Roebuck,Spartanburg,S.B.C.,
Inman Mill,Spartanburg,S.B.C.,Inman Mill Village
New Prospect,Spartanburg,A.M.E. Zion,
Golden Street,Spartanburg,Nat'l Baptist (Negro),Spartanburg
Macedonia,Spartanburg,Nat'l Baptist (Negro),Spartanburg
Nazareth,Spartanburg,Presbyterian,
Hardy Negro Baptist Chapel,Spartanburg,Negro Baptist,
Sardis,Spartanburg,M.E.,"Forest C.M.E. Chapel, Spartanburg"
Cherokee Springs,Spartanburg,S.B.C.,
Mountain View,Spartanburg,S.B.C.,
Cherokee,Spartanburg,M.E.S.,
Foster's Grove,Spartanburg,Nat'l Baptist,
Glendale,Spartanburg,Wesleyan Methodist,Glendale Mill Village
Lyman,Spartanburg,M.E.S.,Lyman Mill Village
Arcadia,Spartanburg,M.E.S.,Arcadia Mill Village
Clifton,Spartanburg,Presbyterian,Clifton No. 1 Mill Village
Chesnee Mill,Spartanburg,S.B.C.,Chesnee Mill Village
Church of Jesus Christ of Latter Day Saints,Spartanburg,Church of Jesus Christ of Latter Day Saints,Spartanburg
Holiness Tabernacle-Christ's Sanctified Holy Church,Spartanburg,,Spartanburg
Glendale,Spartanburg,Pentecostal Holiness,
